,Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),Number of late trains > 15min,Average train delay > 15min,Number of late trains > 30min,Number of late trains > 60min,Delay due to external causes,Delay due to railway infrastructure,Delay due to traffic management,Delay due to rolling stock,Delay due to station management and reuse of material,Delay due to travellers taken into account
7247,2020,1,PARIS LYON,GENEVE,188.70625,169,9,22,40.003030303,8.46572916667,22,46.4371212121,13,4,22.7272727273,18.1818181818,9.09090909091,45.4545454545,4.54545454545,0.0
7248,2020,1,ITALIE,PARIS LYON,424.589041096,76,3,24,27.271527777800003,10.8098173516,24,27.271527777800003,9,0,0.0,20.8333333333,66.6666666667,4.16666666667,8.333333333330001,0.0
7249,2020,2,ANGERS SAINT LAUD,PARIS MONTPARNASSE,100.587223587,412,5,31,37.2360215054,3.87100737101,24,44.41944444439999,13,4,29.0322580645,48.3870967742,9.67741935484,12.903225806499998,0.0,0.0
7250,2020,2,LAVAL,PARIS MONTPARNASSE,87.50480769229999,211,3,42,26.6650793651,6.06546474359,20,47.3108333333,10,7,38.8888888889,22.2222222222,16.6666666667,5.555555555560001,13.8888888889,2.7777777777800003
7251,2020,2,ST MALO,PARIS MONTPARNASSE,158.634146341,85,3,10,18.3333333333,3.54735772358,6,22.7916666667,1,0,40.0,10.0,10.0,20.0,20.0,0.0
7252,2020,2,PARIS MONTPARNASSE,ST PIERRE DES CORPS,61.7362110312,420,3,55,12.1681818182,1.86994404476,12,27.5444444444,2,1,14.000000000000002,24.0,40.0,12.0,10.0,0.0
7253,2020,2,ST PIERRE DES CORPS,PARIS MONTPARNASSE,62.8493506494,386,1,57,11.8081871345,2.17242424242,6,45.6944444444,2,1,4.08163265306,22.4489795918,57.142857142900006,8.16326530612,2.04081632653,6.12244897959
7254,2020,2,PARIS EST,METZ,84.9565217391,303,4,28,19.5761904762,1.86633221851,12,33.5833333333,6,1,14.2857142857,10.7142857143,32.1428571429,28.5714285714,14.2857142857,0.0
7255,2020,2,STRASBOURG,PARIS EST,116.165966387,488,12,66,34.437373737399994,5.83221288515,41,47.9012195122,16,8,34.8484848485,16.6666666667,25.7575757576,16.6666666667,4.54545454545,1.51515151515
7256,2020,2,LILLE,PARIS NORD,76.5245009074,559,8,146,13.2565068493,3.9831215971,37,27.4414414414,12,0,9.65517241379,67.5862068966,11.724137931,6.206896551719999,4.8275862069,0.0
7257,2020,2,LILLE,MARSEILLE ST CHARLES,297.784210526,190,0,29,31.0132183908,6.745614035090001,29,31.0132183908,8,2,6.896551724139999,58.6206896552,10.3448275862,13.7931034483,10.3448275862,0.0
7258,2020,2,PARIS LYON,ANNECY,223.967320261,155,2,21,39.9047619048,8.29738562092,21,39.9047619048,10,4,9.523809523810002,14.2857142857,38.0952380952,38.0952380952,0.0,0.0
7259,2020,2,PARIS LYON,CHAMBERY CHALLES LES EAUX,188.597122302,279,1,34,34.7406862745,5.36055155875,25,42.9073333333,13,5,17.6470588235,20.5882352941,17.6470588235,38.2352941176,5.8823529411800015,0.0
7260,2020,2,PARIS LYON,MARSEILLE ST CHARLES,200.912350598,503,1,45,37.8288888889,4.73914342629,45,37.8288888889,24,3,20.0,28.8888888889,4.44444444444,40.0,0.0,6.666666666669999
7261,2020,2,MULHOUSE VILLE,PARIS LYON,170.253472222,294,6,39,27.7495726496,3.01475694444,22,39.9515151515,11,4,35.8974358974,28.205128205100003,23.0769230769,5.128205128209999,7.692307692310001,0.0
7262,2020,2,NICE VILLE,PARIS LYON,360.037974684,160,2,22,46.406818181800006,7.18459915612,22,46.406818181800006,12,5,45.4545454545,27.2727272727,9.09090909091,4.54545454545,4.54545454545,9.09090909091
7263,2020,2,PARIS LYON,TOULON,246.578431373,205,1,32,35.0458333333,8.22785947712,32,35.0458333333,16,4,12.5,21.875,21.875,34.375,6.25,3.125
7264,2020,2,TOULON,PARIS LYON,247.985645933,211,2,25,46.668,6.0798245614,25,46.668,15,5,40.0,32.0,8.0,8.0,4.0,8.0
7265,2020,2,LYON PART DIEU,MARSEILLE ST CHARLES,105.553571429,397,5,55,34.9121212121,6.23550170068,41,42.743495935,17,7,18.5185185185,37.037037037,20.3703703704,9.259259259260002,11.1111111111,3.7037037037
7266,2020,2,MARSEILLE ST CHARLES,LYON PART DIEU,105.299465241,380,6,33,24.4873737374,2.98680926916,19,33.592105263200004,7,3,30.303030303000003,6.06060606061,36.3636363636,24.2424242424,0.0,3.0303030303000003
7267,2020,2,LYON PART DIEU,MONTPELLIER,112.502645503,191,2,41,31.8093495935,7.35767195767,30,39.0583333333,9,4,7.5,27.500000000000004,32.5,12.5,17.5,2.5
7269,2020,2,PARIS EST,STUTTGART,174.14492753599998,143,5,19,38.9964912281,8.8327294686,17,42.2362745098,8,2,17.6470588235,35.29411764709999,5.8823529411800015,23.5294117647,11.7647058824,5.8823529411800015
7270,2020,2,PARIS LYON,GENEVE,186.64957265,237,3,24,41.8576388889,6.36481481481,23,43.028985507200005,13,4,12.5,29.1666666667,4.16666666667,54.1666666667,0.0,0.0
7271,2020,2,PARIS LYON,LAUSANNE,197.67251462,175,4,21,56.019047619,8.39580896686,18,63.5092592593,10,6,10.0,40.0,10.0,35.0,5.0,0.0
7272,2020,2,PARIS LYON,ZURICH,219.095808383,171,4,27,49.6049382716,9.94301397206,24,54.3361111111,16,8,23.0769230769,30.7692307692,11.538461538499998,19.2307692308,11.538461538499998,3.84615384615
7274,2020,2,MARSEILLE ST CHARLES,MADRID,391.896551724,29,0,2,29.5,2.29195402299,2,29.5,1,0,100.0,0.0,0.0,0.0,0.0,0.0
7275,2020,3,PARIS MONTPARNASSE,ANGERS SAINT LAUD,99.9550561798,294,27,65,27.345128205100004,6.51554307116,43,35.4228682171,19,7,67.69230769229999,16.9230769231,4.615384615380001,4.615384615380001,6.15384615385,0.0
7276,2020,3,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165.445378151,131,12,15,20.3177777778,3.74803921569,8,27.4604166667,2,0,6.666666666669999,40.0,26.6666666667,6.666666666669999,13.3333333333,6.666666666669999
7278,2020,3,PARIS MONTPARNASSE,ST MALO,155.056603774,61,8,6,52.3055555556,6.09182389937,4,72.8958333333,4,2,50.0,16.6666666667,16.6666666667,0.0,16.6666666667,0.0
7279,2020,3,PARIS MONTPARNASSE,ST PIERRE DES CORPS,61.91085271319999,288,30,41,17.0804878049,3.03520671835,15,31.8066666667,6,1,15.3846153846,41.0256410256,15.3846153846,12.8205128205,10.2564102564,5.128205128209999
7280,2020,3,LYON PART DIEU,RENNES,235.595744681,51,4,5,33.5333333333,5.7503546099300005,5,33.5333333333,2,0,20.0,80.0,0.0,0.0,0.0,0.0
7281,2020,3,REIMS,PARIS EST,46.2167832168,163,20,25,15.086,3.92820512821,5,41.43,2,2,16.6666666667,20.8333333333,29.1666666667,25.0,8.333333333330001,0.0
7282,2020,3,PARIS EST,STRASBOURG,136.71031746,282,30,75,44.0046666667,13.246362433900002,67,47.8131840796,53,14,77.0491803279,6.557377049179999,8.19672131148,4.9180327868900005,3.27868852459,0.0
7283,2020,3,DOUAI,PARIS NORD,83.01282051279999,89,11,21,11.358730158699998,3.19764957265,2,30.425,1,0,10.5263157895,36.8421052632,42.10526315790001,5.26315789474,5.26315789474,0.0
7284,2020,3,MARSEILLE ST CHARLES,LILLE,283.63,109,9,19,38.2078947368,8.74016666667,19,38.2078947368,8,3,10.5263157895,36.8421052632,21.0526315789,21.0526315789,5.26315789474,5.26315789474
7285,2020,3,BORDEAUX ST JEAN,TOURCOING,315.0,17,1,2,57.0,7.5625,2,57.0,2,1,0.0,50.0,0.0,50.0,0.0,0.0
7286,2020,3,TOURCOING,BORDEAUX ST JEAN,301.0,14,1,3,37.6444444444,11.3653846154,3,37.6444444444,1,1,0.0,66.6666666667,0.0,33.333333333300004,0.0,0.0
7287,2020,3,MARNE LA VALLEE,LYON PART DIEU,108.255681818,197,21,47,30.6893617021,9.33200757576,30,41.3938888889,16,3,4.25531914894,31.914893617,8.510638297869999,21.2765957447,23.4042553191,10.6382978723
7288,2020,3,PARIS LYON,AIX EN PROVENCE TGV,189.31512605,254,16,25,38.366,4.99271708683,25,38.366,12,4,12.0,28.000000000000004,12.0,40.0,4.0,4.0
7289,2020,3,PARIS LYON,ANNECY,223.337078652,96,7,9,32.1666666667,5.3595505618,9,32.1666666667,3,2,11.1111111111,22.2222222222,22.2222222222,22.2222222222,22.2222222222,0.0
7290,2020,3,PARIS LYON,AVIGNON TGV,166.857740586,255,16,28,28.3303571429,3.4848675034900003,20,35.165,7,2,11.1111111111,29.6296296296,14.8148148148,33.333333333300004,3.7037037037,7.407407407409999
7291,2020,3,PARIS LYON,CHAMBERY CHALLES LES EAUX,184.145299145,138,21,17,35.168627451,5.93034188034,13,42.460256410300005,6,3,18.75,18.75,12.5,25.0,25.0,0.0
7292,2020,3,CHAMBERY CHALLES LES EAUX,PARIS LYON,187.302521008,137,18,23,34.042028985500004,7.518767507000001,15,46.1777777778,10,5,9.09090909091,18.1818181818,40.9090909091,18.1818181818,4.54545454545,9.09090909091
7293,2020,3,PARIS LYON,MACON LOCHE,95.2442748092,147,16,11,23.6681818182,3.99681933842,7,33.580952381,2,2,11.1111111111,33.333333333300004,11.1111111111,33.333333333300004,0.0,11.1111111111
7294,2020,3,MACON LOCHE,PARIS LYON,96.1,148,18,29,31.1672413793,7.365641025639999,21,38.8579365079,14,3,11.538461538499998,34.615384615400004,30.7692307692,15.3846153846,7.692307692310001,0.0
7295,2020,3,MULHOUSE VILLE,PARIS LYON,170.234042553,200,12,18,27.287037037,2.2132092198599995,13,32.7717948718,5,1,11.1111111111,27.7777777778,11.1111111111,11.1111111111,11.1111111111,27.7777777778
7296,2020,3,STUTTGART,PARIS EST,173.41803278700002,68,7,17,29.7235294118,10.2270491803,13,36.0820512821,7,1,23.5294117647,5.8823529411800015,64.7058823529,0.0,5.8823529411800015,0.0
7297,2020,3,PARIS LYON,GENEVE,187.038732394,151,9,46,31.1293478261,12.1201877934,46,31.1293478261,17,5,0.0,79.54545454550001,9.09090909091,6.818181818179999,2.27272727273,2.27272727273
7298,2020,3,PARIS LYON,LAUSANNE,199.752631579,102,7,24,35.311111111100004,10.5212280702,22,37.3537878788,13,3,4.16666666667,66.6666666667,4.16666666667,25.0,0.0,0.0
7299,2020,3,LAUSANNE,PARIS LYON,212.804761905,114,9,13,49.838461538500006,6.41920634921,12,53.1513888889,11,3,15.3846153846,69.23076923080001,0.0,7.692307692310001,0.0,7.692307692310001
7300,2020,4,PARIS MONTPARNASSE,ANGERS SAINT LAUD,104.25,63,27,14,16.907142857100002,9.19212962963,10,19.061666666700003,0,0,7.1428571428600005,92.8571428571,0.0,0.0,0.0,0.0
7301,2020,4,PARIS MONTPARNASSE,ANGOULEME,138.533333333,31,16,2,26.4666666667,5.70444444444,2,26.4666666667,0,0,50.0,50.0,0.0,0.0,0.0,0.0
7303,2020,4,LAVAL,PARIS MONTPARNASSE,71.875,31,15,9,22.8388888889,14.659375,3,47.4611111111,2,1,11.1111111111,66.6666666667,0.0,0.0,11.1111111111,11.1111111111
7304,2020,4,LE MANS,PARIS MONTPARNASSE,55.4423076923,76,24,52,10.8983974359,10.8983974359,10,17.44,0,0,0.0,100.0,0.0,0.0,0.0,0.0
7305,2020,4,PARIS MONTPARNASSE,POITIERS,86.0,47,32,9,24.831481481500003,15.1044444444,7,28.419047619,2,0,11.1111111111,88.8888888889,0.0,0.0,0.0,0.0
7306,2020,4,TOULOUSE MATABIAU,PARIS MONTPARNASSE,264.961538462,35,9,16,21.3447916667,17.1737179487,16,21.3447916667,2,0,6.25,93.75,0.0,0.0,0.0,0.0
7311,2020,4,LILLE,LYON PART DIEU,176.47826087,42,19,2,15.6333333333,2.11449275362,2,15.6333333333,0,0,0.0,100.0,0.0,0.0,0.0,0.0
7316,2020,4,LYON PART DIEU,PARIS LYON,124.98245614,86,29,13,19.5474358974,5.92280701754,8,24.1666666667,2,0,7.692307692310001,30.7692307692,0.0,7.692307692310001,0.0,53.8461538462
7317,2020,4,MULHOUSE VILLE,PARIS LYON,184.44444444400003,39,12,6,24.5472222222,7.03950617284,6,24.5472222222,2,0,0.0,50.0,0.0,16.6666666667,16.6666666667,16.6666666667
7318,2020,4,NIMES,PARIS LYON,179.0,34,13,9,18.4537037037,9.10952380952,5,23.0,0,0,11.1111111111,44.4444444444,0.0,11.1111111111,0.0,33.333333333300004
7322,2019,12,PARIS MONTPARNASSE,ANGERS SAINT LAUD,92.1104972376,212,31,36,25.4,5.431767955800001,21,36.6579365079,9,5,36.1111111111,22.2222222222,13.8888888889,16.6666666667,5.555555555560001,5.555555555560001
7323,2019,12,PARIS MONTPARNASSE,BORDEAUX ST JEAN,146.394648829,366,67,82,24.770528455300003,7.569565217389999,54,31.2537037037,15,5,21.25,61.25000000000001,2.5,10.0,2.5,2.5
7324,2019,12,PARIS MONTPARNASSE,LAVAL,82.9487179487,136,19,27,24.5574074074,6.6886039886,13,40.9205128205,5,4,25.0,12.5,33.333333333300004,20.8333333333,0.0,8.333333333330001
7325,2019,12,LE MANS,PARIS MONTPARNASSE,57.0341463415,236,31,75,20.2948888889,7.89495934959,37,31.8792792793,11,4,29.230769230800004,35.3846153846,15.3846153846,7.692307692310001,3.0769230769200004,9.23076923077
7326,2019,12,ST MALO,PARIS MONTPARNASSE,161.76470588200002,21,4,3,51.05,10.8343137255,2,71.4916666667,2,1,50.0,0.0,0.0,50.0,0.0,0.0
7327,2019,12,RENNES,LYON PART DIEU,235.761904762,31,10,3,52.8277777778,8.49126984127,3,52.8277777778,2,1,33.333333333300004,0.0,33.333333333300004,0.0,0.0,33.333333333300004
7328,2019,12,NANCY,PARIS EST,96.9696969697,129,30,17,19.5901960784,3.56447811448,10,24.265,1,0,11.7647058824,11.7647058824,52.941176470600006,17.6470588235,0.0,5.8823529411800015
7330,2019,12,REIMS,PARIS EST,46.3,113,23,13,12.4461538462,2.87888888889,3,27.2888888889,1,0,9.09090909091,0.0,63.63636363639999,9.09090909091,0.0,18.1818181818
7331,2019,12,LYON PART DIEU,LILLE,187.571428571,62,20,19,29.100877193,13.7511904762,14,35.0464285714,8,2,31.5789473684,21.0526315789,31.5789473684,10.5263157895,5.26315789474,0.0
7332,2019,12,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,80,14,17,37.9735294118,10.9441919192,17,37.9735294118,8,4,29.4117647059,11.7647058824,29.4117647059,23.5294117647,0.0,5.8823529411800015
7333,2019,12,PARIS LYON,AVIGNON TGV,166.62162162200002,243,21,20,32.634166666700004,3.0783033033,20,39.1429824561,10,2,50.0,5.0,5.0,35.0,5.0,0.0
7334,2019,12,BELLEGARDE (AIN),PARIS LYON,164.74117647100002,98,13,19,35.887719298200004,8.83549019608,16,40.3541666667,10,1,73.68421052629998,0.0,10.5263157895,10.5263157895,5.26315789474,0.0
7335,2019,12,PARIS LYON,GRENOBLE,184.026315789,86,10,4,61.875,2.6578947368400003,4,61.875,3,1,50.0,0.0,0.0,50.0,0.0,0.0
7336,2019,12,MONTPELLIER,PARIS LYON,213.356164384,170,24,20,32.9191666667,5.43184931507,20,32.9191666667,6,2,30.0,20.0,35.0,5.0,5.0,5.0
7337,2019,12,PERPIGNAN,PARIS LYON,314.368421053,71,14,7,45.169047619,5.25350877193,7,45.169047619,3,2,0.0,42.8571428571,42.8571428571,0.0,14.2857142857,0.0
7338,2019,12,PARIS LYON,TOULON,246.836956522,107,15,8,32.9458333333,4.90543478261,8,32.9458333333,4,0,12.5,50.0,0.0,12.5,12.5,12.5
7339,2019,12,LYON PART DIEU,MARSEILLE ST CHARLES,106.466165414,169,36,26,28.130128205100004,6.899498746869999,17,36.9696078431,7,3,46.1538461538,15.3846153846,15.3846153846,7.692307692310001,7.692307692310001,7.692307692310001
7340,2019,12,PARIS EST,FRANCFORT,179.25,73,7,13,26.4987179487,8.336616161619999,11,29.1484848485,3,0,8.333333333330001,8.333333333330001,58.3333333333,16.6666666667,8.333333333330001,0.0
7341,2019,12,PARIS LYON,ITALIE,368.868421053,41,3,4,19.125,2.74298245614,4,19.125,0,0,0.0,0.0,0.0,100.0,0.0,0.0
7342,2019,12,LAUSANNE,PARIS LYON,191.804878049,51,10,7,32.7,7.75447154472,7,32.7,2,1,28.5714285714,14.2857142857,57.142857142900006,0.0,0.0,0.0
7343,2019,12,ZURICH,PARIS LYON,135.55952381,133,7,22,24.805303030300003,6.05806878307,21,25.4119047619,6,0,77.27272727270001,0.0,13.6363636364,0.0,4.54545454545,4.54545454545
7344,2020,3,ANGERS SAINT LAUD,PARIS MONTPARNASSE,101.078358209,299,31,70,29.2297619048,8.45671641791,52,34.9618589744,28,6,51.4285714286,31.4285714286,10.0,5.71428571429,1.42857142857,0.0
7345,2020,3,PARIS MONTPARNASSE,ANGOULEME,128.421348315,195,17,18,21.6342592593,3.6455992509400006,10,29.285,3,0,11.1111111111,16.6666666667,11.1111111111,27.7777777778,22.2222222222,11.1111111111
7346,2020,3,ANGOULEME,PARIS MONTPARNASSE,124.255952381,182,14,28,21.4577380952,4.95843253968,19,25.7745614035,5,0,7.1428571428600005,57.142857142900006,7.1428571428600005,10.7142857143,7.1428571428600005,10.7142857143
7347,2020,3,PARIS MONTPARNASSE,BORDEAUX ST JEAN,146.94394618799998,501,55,77,24.003246753200003,5.4014573991,51,30.3882352941,18,3,14.6666666667,38.6666666667,17.3333333333,14.6666666667,10.6666666667,4.0
7348,2020,3,PARIS MONTPARNASSE,LA ROCHELLE VILLE,171.491666667,135,15,10,18.25,2.36666666667,3,29.0,2,0,0.0,30.0,30.0,30.0,0.0,10.0
7349,2020,3,PARIS MONTPARNASSE,LE MANS,55.4511784512,326,29,69,14.517874396099998,3.5276655443300005,18,31.1009259259,4,2,14.4927536232,40.5797101449,14.4927536232,20.2898550725,7.246376811589999,2.89855072464
7350,2020,3,LE MANS,PARIS MONTPARNASSE,56.5266903915,306,25,101,16.5127062706,6.46204033215,40,27.6845833333,13,3,26.2626262626,46.4646464646,17.1717171717,4.0404040404,5.05050505051,1.0101010101
7351,2020,3,NANTES,PARIS MONTPARNASSE,140.53680981600002,363,37,89,32.1700374532,9.57438650307,68,38.3066176471,42,9,56.1797752809,22.4719101124,15.730337078699998,4.49438202247,1.12359550562,0.0
7352,2020,3,PARIS MONTPARNASSE,VANNES,150.734513274,133,20,25,29.72,7.752212389380001,19,34.8947368421,9,1,28.000000000000004,36.0,8.0,4.0,12.0,12.0
7353,2020,3,STRASBOURG,NANTES,345.1,12,2,3,49.2555555556,13.7616666667,3,49.2555555556,3,0,100.0,0.0,0.0,0.0,0.0,0.0
7354,2020,3,PARIS NORD,LILLE,65.9138888889,403,43,43,16.2480620155,1.59777777778,15,29.8133333333,6,0,2.5641025641,30.7692307692,23.0769230769,25.641025641,12.8205128205,5.128205128209999
7355,2020,3,ANNECY,PARIS LYON,227.905405405,82,8,9,35.4759259259,6.2756756756800005,9,35.4759259259,5,1,14.2857142857,42.8571428571,28.5714285714,0.0,0.0,14.2857142857
7356,2020,3,AVIGNON TGV,PARIS LYON,167.455696203,253,16,23,32.15,2.74261603376,17,39.3225490196,12,3,17.3913043478,39.130434782600005,13.0434782609,21.7391304348,8.69565217391,0.0
7357,2020,3,BELLEGARDE (AIN),PARIS LYON,164.932885906,164,15,34,35.3205882353,8.56174496644,27,41.1512345679,19,3,0.0,67.64705882349999,17.6470588235,11.7647058824,0.0,2.9411764705900003
7358,2020,3,PARIS LYON,BESANCON FRANCHE COMTE TGV,129.776595745,107,13,11,19.6439393939,3.66595744681,4,31.8625,1,1,9.09090909091,18.1818181818,45.4545454545,9.09090909091,0.0,18.1818181818
7359,2020,3,BESANCON FRANCHE COMTE TGV,PARIS LYON,132.504587156,121,12,8,35.81875,2.15259938838,6,43.58055555560001,3,2,37.5,50.0,0.0,0.0,12.5,0.0
7360,2020,3,PARIS LYON,GRENOBLE,185.43442623,132,10,14,34.2857142857,3.76229508197,14,34.2857142857,5,2,7.1428571428600005,35.7142857143,14.2857142857,28.5714285714,14.2857142857,0.0
7361,2020,3,PARIS LYON,MARSEILLE ST CHARLES,201.477848101,338,22,24,36.3638888889,3.98549578059,24,36.3638888889,10,3,16.6666666667,41.6666666667,12.5,29.1666666667,0.0,0.0
7362,2020,3,MARSEILLE ST CHARLES,PARIS LYON,201.247349823,303,20,17,41.5196078431,2.62014134276,17,41.5196078431,11,3,11.7647058824,47.0588235294,11.7647058824,23.5294117647,5.8823529411800015,0.0
7363,2020,3,PARIS LYON,MONTPELLIER,211.29565217400005,125,10,8,45.425,4.32304347826,8,45.425,5,2,12.5,37.5,0.0,50.0,0.0,0.0
7364,2020,3,PARIS LYON,VALENCE ALIXAN TGV,135.837078652,193,15,17,37.9970588235,4.20730337079,12,48.7708333333,7,2,18.75,37.5,6.25,37.5,0.0,0.0
7365,2020,3,LYON PART DIEU,MARSEILLE ST CHARLES,105.603524229,250,23,29,48.9982758621,7.18091042584,29,48.9982758621,16,6,24.1379310345,27.5862068966,10.3448275862,13.7931034483,13.7931034483,10.3448275862
7366,2020,3,MONTPELLIER,LYON PART DIEU,115.806818182,97,9,8,24.0708333333,3.08484848485,6,28.0583333333,2,0,12.5,37.5,12.5,25.0,12.5,0.0
7367,2020,3,PARIS EST,FRANCFORT,210.447674419,93,7,27,33.3401234568,15.3856589147,26,38.0073333333,12,4,25.0,20.0,30.0,10.0,10.0,5.0
7368,2020,3,PARIS LYON,ITALIE,375.489361702,51,4,4,66.2291666667,5.37730496454,4,66.2291666667,2,2,0.0,66.6666666667,0.0,0.0,33.333333333300004,0.0
7369,2020,3,ZURICH,PARIS LYON,213.910569106,129,6,13,30.058974359,3.9406504065,13,39.2652777778,5,1,0.0,7.692307692310001,23.0769230769,15.3846153846,15.3846153846,38.4615384615
7370,2020,3,MADRID,MARSEILLE ST CHARLES,249.230769231,14,1,2,34.0,7.024358974360001,2,34.0,1,0,0.0,50.0,50.0,0.0,0.0,0.0
7371,2020,1,PARIS MONTPARNASSE,ANGERS SAINT LAUD,99.2593659942,367,20,32,26.903125,2.04428434198,25,31.496,8,2,34.375,12.5,18.75,21.875,12.5,0.0
7372,2020,1,ANGERS SAINT LAUD,PARIS MONTPARNASSE,99.9828571429,369,19,45,25.6818518519,4.52433333333,27,35.287037037,12,4,28.5714285714,28.5714285714,14.2857142857,21.4285714286,7.1428571428600005,0.0
7373,2020,1,PARIS MONTPARNASSE,BORDEAUX ST JEAN,147.51584507,616,48,146,24.8706621005,8.833215962439999,99,30.9925925926,36,9,10.6382978723,71.6312056738,3.54609929078,8.510638297869999,4.25531914894,1.4184397163100002
7374,2020,1,LAVAL,PARIS MONTPARNASSE,87.0102564103,202,7,53,15.3216981132,4.63700854701,15,31.9822222222,4,2,13.9534883721,16.2790697674,18.6046511628,25.5813953488,9.3023255814,16.2790697674
7375,2020,1,PARIS MONTPARNASSE,QUIMPER,223.74509803900003,166,13,7,69.1428571429,3.77124183007,7,69.1428571429,4,3,57.142857142900006,14.2857142857,0.0,28.5714285714,0.0,0.0
7376,2020,1,RENNES,PARIS MONTPARNASSE,101.17611336,525,31,102,22.5666666667,5.60246288799,43,40.3724806202,19,7,15.909090909099998,34.0909090909,12.5,21.5909090909,7.954545454549999,7.954545454549999
7377,2020,1,ST PIERRE DES CORPS,PARIS MONTPARNASSE,62.0066445183,327,26,92,16.0188405797,5.72508305648,31,32.095698924699995,11,3,12.8205128205,33.333333333300004,30.7692307692,8.974358974360001,8.974358974360001,5.128205128209999
7378,2020,1,PARIS MONTPARNASSE,VANNES,155.16666666700002,152,14,12,27.375,2.53985507246,6,42.0833333333,4,1,25.0,16.6666666667,16.6666666667,33.333333333300004,0.0,8.333333333330001
7379,2020,1,REIMS,PARIS EST,46.1937172775,205,14,28,10.2589285714,2.24956369983,4,26.9666666667,2,0,4.16666666667,16.6666666667,50.0,12.5,8.333333333330001,8.333333333330001
7380,2020,1,PARIS NORD,DUNKERQUE,129.773972603,154,8,15,29.8,3.19178082192,11,36.2727272727,6,1,40.0,13.3333333333,20.0,20.0,6.666666666669999,0.0
7381,2020,1,DUNKERQUE,PARIS NORD,133.035714286,149,9,39,23.3653846154,9.2575,17,38.0058823529,5,2,7.692307692310001,48.7179487179,17.9487179487,10.2564102564,12.8205128205,2.5641025641
7382,2020,1,MARSEILLE ST CHARLES,LILLE,281.394160584,144,7,19,42.6771929825,9.1704379562,19,42.6771929825,10,6,21.0526315789,26.3157894737,31.5789473684,15.7894736842,0.0,5.26315789474
7383,2020,1,BORDEAUX ST JEAN,TOURCOING,313.777777778,19,1,3,34.0,5.277777777780001,3,34.0,1,1,33.333333333300004,33.333333333300004,33.333333333300004,0.0,0.0,0.0
7384,2020,1,AVIGNON TGV,PARIS LYON,167.546583851,334,12,30,29.6161111111,2.03447204969,20,38.3325,12,2,36.6666666667,23.3333333333,26.6666666667,6.666666666669999,6.666666666669999,0.0
7385,2020,1,PARIS LYON,MACON LOCHE,94.6593406593,190,8,19,18.1938596491,3.54899267399,10,29.5133333333,2,1,7.1428571428600005,28.5714285714,21.4285714286,42.8571428571,0.0,0.0
7386,2020,1,MACON LOCHE,PARIS LYON,97.0320855615,202,15,50,24.3103333333,7.32361853832,34,30.218627451,15,1,18.75,20.8333333333,41.6666666667,6.25,8.333333333330001,4.16666666667
7387,2020,1,MONTPELLIER,PARIS LYON,211.776536313,188,9,40,52.26125,11.8539106145,40,52.26125,20,12,32.5,25.0,12.5,22.5,5.0,2.5
7388,2020,1,MULHOUSE VILLE,PARIS LYON,170.387755102,255,10,36,21.1675925926,3.22972789116,21,27.519047619,5,1,25.0,13.8888888889,41.6666666667,0.0,11.1111111111,8.333333333330001
7389,2020,1,MARSEILLE ST CHARLES,LYON PART DIEU,104.643884892,296,18,28,31.2023809524,3.70053956835,15,47.4566666667,5,4,32.1428571429,14.2857142857,28.5714285714,7.1428571428600005,10.7142857143,7.1428571428600005
7390,2020,1,PARIS LYON,LAUSANNE,201.321969697,137,5,20,44.5833333333,8.973106060610002,19,49.2805555556,11,3,27.7777777778,16.6666666667,11.1111111111,33.333333333300004,11.1111111111,0.0
